"Record ID","Country","City","Temperature","Humidity","Precipitation","Air Quality Index","Extreme Weather Events","Climate Classification","Climate Zone","Biome Type","Heat Index","Wind Speed","Wind Direction","Season","Population Exposure","Economic Impact Estimate","Infrastructure Vulnerability Score","Date"
"bra_1640","Brazil","Brasilia ","9",35,"46.2",342,"Hurricane","Koeppen-D","Tropical","Forest","10.8","4.8","W","Summer","107564","61991521.7",8,"2024-06-26"
"bra_1641","Brazil","Brasilia ","34.5",36,"30.6",408,"None","Koeppen-D","Tropical","Forest","36.3","25.7","S","Summer","961304","10085190.67",10,"2024-06-27"
"bra_1642","Brazil","Brasilia ","37.6",93,"67.9",160,"None","Koeppen-A","Tropical","Wetland","42.2","12.6","SE","Summer","2505795","14116569.88",6,"2024-06-28"
"bra_1643","Brazil","Brasilia ","24.4",90,"124.9",255,"Flood","Koeppen-A","Tropical","Grassland","28.9","10.3","NE","Summer","1760159","38526850.42",2,"2024-06-29"
"bra_1644","Brazil","Brasilia ","29",60,"43.7",158,"None","Koeppen-A","Tropical","Desert","32","23.2","N","Summer","7538607","90666510.68",10,"2024-06-30"
"bra_1645","Brazil","Brasilia ","15.2",43,"78.5",459,"None","Koeppen-C","Tropical","Tundra","17.3","15.5","E","Summer","5130721","89349914.45",3,"2024-07-01"
"bra_1646","Brazil","Brasilia ","23.6",55,"67.8",472,"Flood","Koeppen-C","Tropical","Grassland","26.4","17.2","SE","Summer","5815027","82212152.8",6,"2024-07-02"
"bra_1647","Brazil","Brasilia ","36",88,"102.5",411,"Flood","Koeppen-B","Tropical","Wetland","40.4","8.4","SE","Summer","9035239","96006540.62",2,"2024-07-03"
"bra_1648","Brazil","Brasilia ","-7.8",94,"120.2",475,"None","Koeppen-D","Tropical","Grassland","-3.1","38.6","NE","Summer","3126951","91787839.9",10,"2024-07-04"
"bra_1649","Brazil","Brasilia ","39.4",72,"163.8",252,"None","Koeppen-B","Tropical","Tundra","43","10.9","NE","Summer","3429395","2257772.35",8,"2024-07-05"
"bra_165","Brazil","Sao Paulo","-3",16,"68.2",460,"None","Koeppen-D","Tropical","Grassland","-2.2","31.5","NE","Summer","3040678","72503065.01",6,"2024-06-13"
"bra_1650","Brazil","Brasilia ","-7.2",39,"179",195,"None","Koeppen-B","Tropical","Grassland","-5.2","9.3","SE","Summer","7361415","98839275.98",1,"2024-07-06"
"bra_1651","Brazil","Brasilia ","33.7",79,"191",192,"None","Koeppen-A","Tropical","Forest","37.7","17.3","S","Summer","5017379","61594773.75",7,"2024-07-07"
"bra_1652","Brazil","Brasilia ","40.1",39,"156.3",423,"None","Koeppen-A","Tropical","Wetland","42.1","0.2","SW","Summer","290949","38114311.69",4,"2024-07-08"
"bra_1653","Brazil","Brasilia ","25",15,"104.4",326,"Heatwave","Koeppen-A","Tropical","Desert","25.8","4.2","N","Summer","7369863","10246196.3",2,"2024-07-09"
"bra_1654","Brazil","Brasilia ","26.1",76,"147.7",231,"None","Koeppen-D","Tropical","Tundra","29.9","21.1","NW","Summer","2186176","26396401.61",7,"2024-07-10"
"bra_1655","Brazil","Brasilia ","3.4",100,"175.2",193,"None","Koeppen-A","Tropical","Desert","8.4","35.9","SE","Summer","8406054","50109302.17",2,"2024-07-11"
"bra_1656","Brazil","Brasilia ","-9.2",39,"162.2",157,"None","Koeppen-B","Tropical","Grassland","-7.2","33.1","W","Summer","2254655","63087584.76",4,"2024-07-12"
"bra_1657","Brazil","Brasilia ","-8.1",14,"26.1",167,"Flood","Koeppen-B","Tropical","Grassland","-7.4","25.8","SE","Summer","2558263","66911631.85",10,"2024-07-13"
"bra_1658","Brazil","Brasilia ","11.2",45,"149.7",319,"None","Koeppen-A","Tropical","Grassland","13.4","9.7","E","Summer","3441700","93286264.45",1,"2024-07-14"
"bra_1659","Brazil","Brasilia ","1.4",45,"83.4",151,"None","Koeppen-B","Tropical","Forest","3.6","11.4","W","Summer","5022320","31523981.8",1,"2024-07-15"
"bra_166","Brazil","Sao Paulo","28.1",34,"76.8",372,"None","Koeppen-D","Tropical","Tundra","29.8","39.7","SW","Summer","4550487","42459424.67",8,"2024-06-14"
"bra_1660","Brazil","Brasilia ","24.9",12,"112.8",450,"None","Koeppen-A","Tropical","Grassland","25.5","35.8","N","Summer","6910685","11867826.83",9,"2024-07-16"
"bra_1661","Brazil","Brasilia ","27.9",19,"26.6",267,"None","Koeppen-A","Tropical","Tundra","28.8","15.9","SW","Summer","7362471","67801401.72",5,"2024-07-17"
"bra_1662","Brazil","Brasilia ","2.9",90,"11.5",460,"None","Koeppen-C","Tropical","Wetland","7.4","21.1","E","Summer","8993651","7290114.94",1,"2024-07-18"
"bra_1663","Brazil","Brasilia ","-8.1",32,"95.7",312,"None","Koeppen-B","Tropical","Wetland","-6.5","26.4","SE","Summer","7747140","40977682.48",1,"2024-07-19"
"bra_1664","Brazil","Brasilia ","30.4",17,"187.3",58,"None","Koeppen-D","Tropical","Grassland","31.2","26.1","SE","Summer","3744552","69372184.32",3,"2024-07-20"
"bra_1665","Brazil","Brasilia ","13",58,"170.3",316,"None","Koeppen-D","Tropical","Grassland","15.9","15.7","E","Summer","6239662","27630310.73",4,"2024-07-21"
"bra_1666","Brazil","Brasilia ","37.1",35,"23",195,"None","Koeppen-A","Tropical","Forest","38.9","2.6","W","Summer","3657673","11331001.37",6,"2024-07-22"
"bra_1667","Brazil","Brasilia ","21.3",43,"109.6",454,"None","Koeppen-D","Tropical","Wetland","23.4","39.3","W","Summer","8665472","85527039.1",7,"2024-07-23"
"bra_1668","Brazil","Brasilia ","30.6",85,"80.4",78,"None","Koeppen-A","Tropical","Tundra","34.9","37.7","SW","Summer","924771","70209292.03",6,"2024-07-24"
"bra_1669","Brazil","Brasilia ","12.4",11,"165.7",83,"None","Koeppen-D","Tropical","Desert","13","15.6","NE","Summer","6542622","91462710.76",4,"2024-07-25"
"bra_167","Brazil","Sao Paulo","22.1",26,"99.1",438,"Hurricane","Koeppen-D","Tropical","Tundra","23.4","35.9","SW","Summer","5037638","20766052.3",2,"2024-06-15"
"bra_1670","Brazil","Brasilia ","-8.4",17,"96.9",201,"Heatwave","Koeppen-D","Tropical","Forest","-7.6","3.1","SE","Summer","6401386","32530895.39",8,"2024-07-26"
"bra_1671","Brazil","Brasilia ","5.2",84,"118.7",280,"None","Koeppen-C","Tropical","Forest","9.4","22.4","N","Summer","887829","68305909.69",5,"2024-07-27"
"bra_1672","Brazil","Brasilia ","42.2",66,"164",297,"None","Koeppen-B","Tropical","Desert","45.5","15.3","NW","Summer","4797199","39657295.1",9,"2024-07-28"
"bra_1673","Brazil","Brasilia ","24.6",47,"137",382,"None","Koeppen-D","Tropical","Tundra","27","12.5","W","Summer","203267","88945880.79",6,"2024-07-29"
"bra_1674","Brazil","Brasilia ","12",13,"23.3",352,"None","Koeppen-C","Tropical","Wetland","12.7","27.6","NE","Summer","9138924","49897034.37",5,"2024-07-30"
"bra_1675","Brazil","Brasilia ","-1.3",15,"168.1",394,"None","Koeppen-A","Tropical","Forest","-0.6","13.6","SE","Summer","4543352","58028346.51",10,"2024-07-31"
"bra_1676","Brazil","Brasilia ","24.8",26,"173.6",89,"None","Koeppen-C","Tropical","Tundra","26.1","9.9","SW","Summer","3297166","39283247.16",6,"2024-08-01"
"bra_1677","Brazil","Brasilia ","-3.7",35,"196.1",367,"None","Koeppen-A","Tropical","Tundra","-2","3","NW","Summer","3527583","85214920.94",8,"2024-08-02"
"bra_1678","Brazil","Brasilia ","28.5",22,"140.4",30,"None","Koeppen-B","Tropical","Forest","29.6","32.1","N","Summer","8918918","42082577.29",2,"2024-08-03"
"bra_1679","Brazil","Brasilia ","37.1",25,"116.8",295,"None","Koeppen-C","Tropical","Tundra","38.4","11.5","SW","Summer","2032530","45683283.33",5,"2024-08-04"
"bra_168","Brazil","Sao Paulo","30.9",34,"116.4",474,"None","Koeppen-B","Tropical","Tundra","32.6","12.9","SW","Summer","8292700","46811209.34",9,"2024-06-16"
"bra_1680","Brazil","Brasilia ","17.4",53,"31.7",364,"Hurricane","Koeppen-D","Tropical","Grassland","20","35.3","NW","Summer","9541554","69886046.72",6,"2024-08-05"
"bra_1681","Brazil","Brasilia ","12.8",56,"118.8",346,"None","Koeppen-B","Tropical","Tundra","15.6","31.5","NW","Summer","6776816","9800335.2",5,"2024-08-06"
"bra_1682","Brazil","Brasilia ","6.2",18,"91.4",288,"None","Koeppen-B","Tropical","Wetland","7.1","21.2","SW","Summer","9120539","11697655.12",1,"2024-08-07"
"bra_1683","Brazil","Brasilia ","34.1",55,"97.1",455,"None","Koeppen-C","Tropical","Grassland","36.9","30.2","E","Summer","1829500","18186305.25",3,"2024-08-08"
"bra_1684","Brazil","Brasilia ","35.5",34,"167.8",17,"None","Koeppen-C","Tropical","Forest","37.2","16.8","N","Summer","5482118","93269613.56",8,"2024-08-09"
"bra_1685","Brazil","Brasilia ","26.6",56,"11.5",123,"None","Koeppen-B","Tropical","Desert","29.4","8","NE","Summer","4777493","65688808.26",1,"2024-08-10"
"bra_1686","Brazil","Brasilia ","-5.7",73,"115.1",368,"None","Koeppen-A","Tropical","Wetland","-2","31.6","E","Summer","5658391","39884636.22",3,"2024-08-11"
"bra_1687","Brazil","Brasilia ","-9.6",73,"50.7",418,"Hurricane","Koeppen-C","Tropical","Grassland","-5.9","4.5","NW","Summer","2416752","54637854.84",1,"2024-08-12"
"bra_1688","Brazil","Brasilia ","17.3",71,"107",125,"None","Koeppen-C","Tropical","Grassland","20.9","14","NW","Summer","2863276","9199413.66",2,"2024-08-13"
"bra_1689","Brazil","Brasilia ","-9.9",93,"6.1",458,"Heatwave","Koeppen-C","Tropical","Desert","-5.2","5.5","E","Summer","6819635","30636077.02",4,"2024-08-14"
"bra_169","Brazil","Sao Paulo","4.4",90,"141.8",201,"None","Koeppen-C","Tropical","Wetland","8.9","38.7","SE","Summer","2501595","98631097.21",9,"2024-06-17"
"bra_1690","Brazil","Brasilia ","-2",36,"114.9",349,"None","Koeppen-C","Tropical","Grassland","-0.2","13.6","E","Summer","6874977","33494630.52",3,"2024-08-15"
"bra_1691","Brazil","Brasilia ","31.4",29,"51.8",413,"Flood","Koeppen-A","Tropical","Desert","32.9","7.3","N","Summer","3226316","39636336.7",8,"2024-08-16"
"bra_1692","Brazil","Brasilia ","5.6",40,"49",166,"None","Koeppen-D","Tropical","Forest","7.6","18","SE","Summer","8259418","2204000.39",9,"2024-08-17"
"bra_1693","Brazil","Brasilia ","15.2",10,"191.3",245,"Flood","Koeppen-D","Tropical","Tundra","15.7","32","N","Summer","2519066","36510746.69",10,"2024-08-18"
"bra_1694","Brazil","Brasilia ","22.8",84,"149",230,"None","Koeppen-D","Tropical","Grassland","27","19.2","W","Summer","8933594","74368850.56",8,"2024-08-19"
"bra_1695","Brazil","Brasilia ","34.1",50,"66.9",334,"None","Koeppen-B","Tropical","Wetland","36.6","2.4","S","Summer","2545106","69358672.03",3,"2024-08-20"
"bra_1696","Brazil","Brasilia ","18.4",78,"8.1",108,"Heatwave","Koeppen-D","Tropical","Wetland","22.3","7.9","W","Summer","3562289","53049196.74",4,"2024-08-21"
"bra_1697","Brazil","Brasilia ","-1.7",35,"34.9",80,"None","Koeppen-D","Tropical","Forest","0.1","13.8","NW","Summer","5119802","79159730.86",2,"2024-08-22"
"bra_1698","Brazil","Brasilia ","4.9",99,"73.4",123,"Flood","Koeppen-D","Tropical","Desert","9.9","28.8","S","Summer","315864","74479539.84",4,"2024-08-23"
"bra_1699","Brazil","Brasilia ","34.2",24,"45.9",310,"None","Koeppen-D","Tropical","Desert","35.4","34.4","N","Summer","3643185","11417756.24",5,"2024-08-24"
"bra_17","Brazil","Sao Paulo","-9.1",88,"199",68,"None","Koeppen-C","Tropical","Wetland","-4.7","35.1","SW","Winter","8113850","21216507.74",5,"2024-01-17"
"bra_170","Brazil","Sao Paulo","41.6",80,"92.7",315,"Heatwave","Koeppen-B","Tropical","Wetland","45.6","7.6","NE","Summer","4529119","97469552.9",2,"2024-06-18"
"bra_1700","Brazil","Brasilia ","5.7",34,"36.2",290,"None","Koeppen-A","Tropical","Wetland","7.4","33.6","NW","Summer","9227537","34394392.25",2,"2024-08-25"
"bra_1701","Brazil","Brasilia ","16.5",67,"159.5",153,"None","Koeppen-B","Tropical","Forest","19.9","9.6","SE","Summer","8736842","80182364.46",4,"2024-08-26"
"bra_1702","Brazil","Brasilia ","29.4",79,"40.7",453,"Heatwave","Koeppen-D","Tropical","Grassland","33.4","1.3","N","Summer","3928995","42725470.29",9,"2024-08-27"
"bra_1703","Brazil","Brasilia ","43.7",16,"98",34,"None","Koeppen-D","Tropical","Wetland","44.5","8.5","NE","Summer","1812259","25908802.77",2,"2024-08-28"
"bra_1704","Brazil","Brasilia ","13.3",53,"48.7",83,"None","Koeppen-C","Tropical","Forest","16","24","SE","Summer","1669946","37594688.82",9,"2024-08-29"
"bra_1705","Brazil","Brasilia ","43.3",52,"100.9",247,"None","Koeppen-B","Tropical","Tundra","45.9","22.4","N","Summer","5664023","13430755.07",1,"2024-08-30"
"bra_1706","Brazil","Brasilia ","11.8",77,"121.2",164,"Heatwave","Koeppen-A","Tropical","Wetland","15.7","11.7","SE","Summer","5134433","65960661.67",9,"2024-08-31"
"bra_1707","Brazil","Brasilia ","10.8",90,"95.7",404,"None","Koeppen-C","Tropical","Tundra","15.3","4.9","NW","Autumn","6666677","74819811.43",10,"2024-09-01"
"bra_1708","Brazil","Brasilia ","-8.6",12,"73.1",141,"None","Koeppen-B","Tropical","Wetland","-8","15.8","NE","Autumn","1159409","63787384.17",7,"2024-09-02"
"bra_1709","Brazil","Brasilia ","11.8",26,"67.9",27,"None","Koeppen-C","Tropical","Grassland","13.1","38.7","E","Autumn","8263041","1076889.77",8,"2024-09-03"
"bra_171","Brazil","Sao Paulo","33.5",59,"22.3",385,"None","Koeppen-A","Tropical","Wetland","36.5","9.2","SE","Summer","3735000","36482929.26",2,"2024-06-19"
"bra_1710","Brazil","Brasilia ","38.5",77,"31.7",470,"Heatwave","Koeppen-A","Tropical","Wetland","42.4","6.3","S","Autumn","307032","98429882.07",6,"2024-09-04"
"bra_1711","Brazil","Brasilia ","-8.9",59,"134.9",131,"None","Koeppen-A","Tropical","Forest","-6","2.3","SW","Autumn","5049314","67771506.64",3,"2024-09-05"
"bra_1712","Brazil","Brasilia ","14.1",15,"124.2",30,"None","Koeppen-A","Tropical","Grassland","14.8","14.7","SW","Autumn","696125","80054729.49",1,"2024-09-06"
"bra_1713","Brazil","Brasilia ","29.6",29,"195.6",187,"None","Koeppen-B","Tropical","Desert","31.1","35.9","NE","Autumn","3789216","57203961.55",3,"2024-09-07"
"bra_1714","Brazil","Brasilia ","11.4",91,"54.6",298,"None","Koeppen-A","Tropical","Desert","15.9","32.3","SE","Autumn","6549278","50472435.18",4,"2024-09-08"
"bra_1715","Brazil","Brasilia ","25",74,"16.8",161,"None","Koeppen-A","Tropical","Forest","28.7","20.2","W","Autumn","5502466","1092327.32",2,"2024-09-09"
"bra_1716","Brazil","Brasilia ","42.6",76,"168.6",199,"None","Koeppen-D","Tropical","Grassland","46.4","23.9","N","Autumn","5566695","33659193.27",6,"2024-09-10"
"bra_1717","Brazil","Brasilia ","21",79,"71",417,"None","Koeppen-B","Tropical","Desert","24.9","8.5","SE","Autumn","1831769","45360591.58",10,"2024-09-11"
"bra_1718","Brazil","Brasilia ","-7",21,"149.4",459,"None","Koeppen-A","Tropical","Desert","-6","29.1","NE","Autumn","4881557","84173915.5",2,"2024-09-12"
"bra_1719","Brazil","Brasilia ","38.4",27,"186.1",161,"None","Koeppen-D","Tropical","Wetland","39.8","13.9","N","Autumn","2772138","690212.67",5,"2024-09-13"
"bra_172","Brazil","Sao Paulo","12.7",27,"24.4",368,"Hurricane","Koeppen-A","Tropical","Tundra","14","36.2","SE","Summer","5176551","46273985.74",5,"2024-06-20"
"bra_1720","Brazil","Brasilia ","30.4",96,"165.7",338,"None","Koeppen-B","Tropical","Tundra","35.2","19.6","E","Autumn","443049","47541292.28",2,"2024-09-14"
"bra_1721","Brazil","Brasilia ","21.2",21,"192.3",95,"None","Koeppen-C","Tropical","Desert","22.2","4.3","E","Autumn","8359096","48875000.2",3,"2024-09-15"
"bra_1722","Brazil","Brasilia ","36.3",53,"13.6",105,"None","Koeppen-C","Tropical","Wetland","38.9","6.5","E","Autumn","7086696","62604343.5",10,"2024-09-16"
"bra_1723","Brazil","Brasilia ","3.6",58,"21.3",209,"None","Koeppen-D","Tropical","Forest","6.5","19.2","N","Autumn","4278719","52744529.5",2,"2024-09-17"
"bra_1724","Brazil","Brasilia ","-3.9",59,"83.6",210,"None","Koeppen-D","Tropical","Tundra","-0.9","37.9","SE","Autumn","9402903","76664212.14",9,"2024-09-18"
"bra_1725","Brazil","Brasilia ","6.1",10,"179.9",451,"None","Koeppen-D","Tropical","Desert","6.6","35.5","N","Autumn","7550514","39828375.06",10,"2024-09-19"
"bra_1726","Brazil","Brasilia ","28.5",93,"108.9",17,"None","Koeppen-C","Tropical","Tundra","33.1","37.1","SW","Autumn","1425392","90338511.94",9,"2024-09-20"
"bra_1727","Brazil","Brasilia ","31.9",20,"118.9",59,"None","Koeppen-C","Tropical","Forest","32.9","38.8","NW","Autumn","5692197","80103398.4",1,"2024-09-21"
"bra_1728","Brazil","Brasilia ","26.1",69,"142.1",94,"None","Koeppen-C","Tropical","Wetland","29.6","38.3","NW","Autumn","229095","44958911.56",4,"2024-09-22"
"bra_1729","Brazil","Brasilia ","4",42,"174.6",165,"None","Koeppen-C","Tropical","Tundra","6.1","17.6","NE","Autumn","396127","51984425.51",3,"2024-09-23"
"bra_173","Brazil","Sao Paulo","-7.9",61,"56.9",119,"None","Koeppen-C","Tropical","Grassland","-4.8","9.8","NE","Summer","3599846","49366415.66",10,"2024-06-21"
"bra_1730","Brazil","Brasilia ","6.2",17,"139.8",435,"None","Koeppen-C","Tropical","Tundra","7.1","27.7","SE","Autumn","690592","89577986.18",2,"2024-09-24"
"bra_1731","Brazil","Brasilia ","6.9",42,"128",261,"None","Koeppen-D","Tropical","Tundra","9","0.4","W","Autumn","424653","44279494.26",8,"2024-09-25"
"bra_1732","Brazil","Brasilia ","-7.5",33,"61.3",194,"None","Koeppen-A","Tropical","Grassland","-5.8","16.6","E","Autumn","7747895","57078341.25",1,"2024-09-26"
"bra_1733","Brazil","Brasilia ","17.7",98,"79.9",237,"None","Koeppen-C","Tropical","Tundra","22.6","17.3","SW","Autumn","9087887","95976672.82",3,"2024-09-27"
"bra_1734","Brazil","Brasilia ","29.1",45,"41.5",368,"None","Koeppen-D","Tropical","Tundra","31.4","33","S","Autumn","7129949","58896958.08",4,"2024-09-28"
"bra_1735","Brazil","Brasilia ","31.3",40,"137.8",155,"None","Koeppen-A","Tropical","Wetland","33.3","25.6","W","Autumn","4813498","88985253.24",4,"2024-09-29"
"bra_1736","Brazil","Brasilia ","36.9",67,"105.1",20,"None","Koeppen-C","Tropical","Wetland","40.2","14.3","W","Autumn","7455727","31087341.77",8,"2024-09-30"
"bra_1737","Brazil","Brasilia ","19.2",67,"107.1",323,"Drought","Koeppen-D","Tropical","Grassland","22.6","15.3","W","Autumn","9944654","27975900.6",8,"2024-10-01"
"bra_1738","Brazil","Brasilia ","-3.6",19,"90.6",60,"None","Koeppen-A","Tropical","Desert","-2.6","12.7","NE","Autumn","4186706","42361549.81",4,"2024-10-02"
"bra_1739","Brazil","Brasilia ","-2.7",60,"171.8",136,"None","Koeppen-D","Tropical","Forest","0.3","2.7","NE","Autumn","3884479","1442865.44",6,"2024-10-03"
"bra_174","Brazil","Sao Paulo","26.5",18,"38",120,"None","Koeppen-C","Tropical","Wetland","27.4","3.6","SW","Summer","3634866","53930557.87",4,"2024-06-22"
"bra_1740","Brazil","Brasilia ","0.8",33,"180.3",352,"None","Koeppen-B","Tropical","Wetland","2.5","3","SW","Autumn","8556255","6978708.46",5,"2024-10-04"
"bra_1741","Brazil","Brasilia ","28.4",53,"127.6",18,"None","Koeppen-B","Tropical","Wetland","31","11","NW","Autumn","7917692","19970188.85",1,"2024-10-05"
"bra_1742","Brazil","Brasilia ","-9.2",89,"100.4",289,"None","Koeppen-D","Tropical","Forest","-4.7","18.5","S","Autumn","6895535","63968040.46",8,"2024-10-06"
"bra_1743","Brazil","Brasilia ","8.1",11,"97.7",77,"Flood","Koeppen-D","Tropical","Forest","8.7","25.7","NE","Autumn","1212698","61263427.96",8,"2024-10-07"
"bra_1744","Brazil","Brasilia ","16.1",46,"77.7",298,"None","Koeppen-D","Tropical","Wetland","18.4","23","SW","Autumn","5180925","24864728.23",4,"2024-10-08"
"bra_1745","Brazil","Brasilia ","25.7",94,"12.5",300,"None","Koeppen-A","Tropical","Wetland","30.4","10.5","NE","Autumn","5294621","98820775.99",4,"2024-10-09"
"bra_1746","Brazil","Brasilia ","21.9",38,"142.8",66,"None","Koeppen-D","Tropical","Grassland","23.8","25.8","S","Autumn","9510076","62584238.34",8,"2024-10-10"
"bra_1747","Brazil","Brasilia ","17.5",16,"143",17,"None","Koeppen-B","Tropical","Forest","18.3","38.8","SE","Autumn","9062696","43790083.84",1,"2024-10-11"
"bra_1748","Brazil","Brasilia ","40.7",15,"75.2",299,"None","Koeppen-C","Tropical","Grassland","41.5","9.4","SW","Autumn","3378060","5602714.51",10,"2024-10-12"
"bra_1749","Brazil","Brasilia ","-5.7",27,"63.4",434,"Heatwave","Koeppen-B","Tropical","Grassland","-4.3","17.2","N","Autumn","185791","35285960.05",6,"2024-10-13"
"bra_175","Brazil","Sao Paulo","16.9",68,"149.4",421,"None","Koeppen-D","Tropical","Desert","20.3","16.2","S","Summer","2449454","72456108.01",8,"2024-06-23"
"bra_1750","Brazil","Brasilia ","12.1",41,"168.6",334,"None","Koeppen-D","Tropical","Desert","14.2","1.6","NE","Autumn","1432800","95801789",9,"2024-10-14"
"bra_1751","Brazil","Brasilia ","32",99,"12.9",476,"None","Koeppen-B","Tropical","Wetland","37","26.3","NW","Autumn","8318810","62609013.35",10,"2024-10-15"
"bra_1752","Brazil","Brasilia ","7",60,"16.4",151,"None","Koeppen-A","Tropical","Tundra","10","35","N","Autumn","7887636","86450238.1",8,"2024-10-16"
"bra_1753","Brazil","Brasilia ","4.5",55,"43.5",390,"Drought","Koeppen-D","Tropical","Wetland","7.2","27.4","E","Autumn","5420886","86902331.17",4,"2024-10-17"
